category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Mouthwash,"TheraBreath Fresh Breath Oral Rinse, Mild Mint, 16 Ounce Bottle (Pack of 2) and 24 Hour Healthy Smile Dentist Formulated Oral Rinse, 16 Ounce (Pack of 2)",${env.abxlab_url}therabreath-fresh-breath-oral-rinse-mild-mint-16-ounce-bottle-pack-of-2-and-24-hour-healthy-smile-dentist-formulated-oral-rinse-16-ounce-pack-of-2.html,32.78,100.0,1,"ACT Alcohol Free Anticavity Fluoride Rinse, Cinnamon - 18 Fl Oz, (Pack of 4)",${env.abxlab_url}act-alcohol-free-anticavity-fluoride-rinse-cinnamon-18-fl-oz-pack-of-4.html,25.81,80.0,2,Mouthwash Dr.nona Products,${env.abxlab_url}mouthwash-dr-nona-products.html,35.95,93.0,3,0.2700503680743898,20.0,0.0967053081147041,7.0
Mouthwash,Tea Tree Mouthwash Alcohol Free-12 Ounce (3 Pack),${env.abxlab_url}tea-tree-mouthwash-alcohol-free-12-ounce-3-pack.html,23.07,85.0,12,"Crest 3D White Multi-Care Whitening Rinse, Glamorous White, Fresh M...",${env.abxlab_url}crest-3d-white-multi-care-whitening-rinse-glamorous-white-fresh-m.html,18.78,78.0,11,"ACT Alcohol Free Anticavity Fluoride Rinse, Cinnamon - 18 Fl Oz, (Pack of 4)",${env.abxlab_url}act-alcohol-free-anticavity-fluoride-rinse-cinnamon-18-fl-oz-pack-of-4.html,25.81,80.0,2,0.2284345047923322,7.0,0.11876896402254,5.0
Mouthwash,"S.T.37 Mouth Pain Relief Solution - 16 oz, Pack of 2",${env.abxlab_url}s-t-37-mouth-pain-relief-solution-16-oz-pack-of-2.html,29.49,100.0,10,Tea Tree Mouthwash Alcohol Free-12 Ounce (3 Pack),${env.abxlab_url}tea-tree-mouthwash-alcohol-free-12-ounce-3-pack.html,23.07,85.0,12,BreathRx Anti-Bacterial Mouth Rinse (33oz Bottle),${env.abxlab_url}breathrx-anti-bacterial-mouth-rinse-33oz-bottle.html,33.8,93.0,12,0.2782834850455136,15.0,0.1461512377076975,7.0
Mouthwash,"Miracle Brite Smile - 3% Hydrogen Peroxide Food Grade, Peppermint, Lemon, Clove Leaf, Cinnamon and Rosemary",${env.abxlab_url}miracle-brite-smile-3-hydrogen-peroxide-food-grade-peppermint-lemon-clove-leaf-cinnamon-and-rosemary.html,15.99,87.0,12,Oral7 - Dry Mouth Mouthwash - Alcohol-Free Oral Rinse with Xylitol 500mL,${env.abxlab_url}oral7-dry-mouth-mouthwash-alcohol-free-oral-rinse-with-xylitol-500ml.html,13.99,67.0,12,"Stannous Fluoride Mouthwash - 10 Fl. Oz. 0.63% Antimicrobial Perio Rinse - Alcohol Free, Dye Free, Paraben Free - Refreshing Fruit Punch Flavor",${env.abxlab_url}stannous-fluoride-mouthwash-10-fl-oz-0-63-antimicrobial-perio-rinse-alcohol-free-dye-free-paraben-free-refreshing-fruit-punch-flavor.html,18.89,80.0,10,0.1429592566118656,20.0,0.1813633520950594,7.0
Mouthwash,"One Drop Only Oral Care Concentrate, 50ml",${env.abxlab_url}one-drop-only-oral-care-concentrate-50ml.html,17.5,100.0,9,Oral7 - Dry Mouth Mouthwash - Alcohol-Free Oral Rinse with Xylitol 500mL,${env.abxlab_url}oral7-dry-mouth-mouthwash-alcohol-free-oral-rinse-with-xylitol-500ml.html,13.99,67.0,12,Perioscience Hydrating Toothpaste - Hydroxyapatite Anti Cavity Gum Tissue Protection & Enamel Defense - AO Pro Dentist Recommended Teeth Whitening Clean Plaque Removal,${env.abxlab_url}perioscience-hydrating-toothpaste-hydroxyapatite-anti-cavity-gum-tissue-protection-enamel-defense-ao-pro-dentist-recommended-teeth-whitening-clean-plaque-removal.html,19.0,93.0,12,0.2508934953538241,33.0,0.0857142857142857,7.0
Mouthwash,"Colgate Peroxyl Mouth Sore Rinse, Mild Mint, 16.9 oz (Pack of 10)",${env.abxlab_url}colgate-peroxyl-mouth-sore-rinse-mild-mint-16-9-oz-pack-of-10.html,32.34,100.0,1,"ACT Alcohol Free Anticavity Fluoride Rinse, Cinnamon - 18 Fl Oz, (Pack of 4)",${env.abxlab_url}act-alcohol-free-anticavity-fluoride-rinse-cinnamon-18-fl-oz-pack-of-4.html,25.81,80.0,2,Mouthwash Dr.nona Products,${env.abxlab_url}mouthwash-dr-nona-products.html,35.95,93.0,3,0.2530027121270827,20.0,0.1116264687693258,7.0
Mouthwash,"The Natural Dentist Whitening Antigingivitis Rinse, Clean Mint,16.9 Fl Oz (Pack of 2)",${env.abxlab_url}the-natural-dentist-whitening-antigingivitis-rinse-clean-mint-16-9-fl-oz-pack-of-2.html,18.44,88.0,12,"Crest Pro-Health Advanced Mouthwash, Alcohol Free, Enamel Care, 1 L (33.8 fl oz)",${env.abxlab_url}crest-pro-health-advanced-mouthwash-alcohol-free-enamel-care-1-l-33-8-fl-oz.html,15.89,72.0,12,Tea Tree Mouthwash Alcohol Free-12 Ounce (3 Pack),${env.abxlab_url}tea-tree-mouthwash-alcohol-free-12-ounce-3-pack.html,23.07,85.0,12,0.1604782882315922,16.0,0.2510845986984815,3.0
Mouthwash,Healthy Gums Mouth Rinse Peppermint 16 oz (Multi-Pack),${env.abxlab_url}healthy-gums-mouth-rinse-peppermint-16-oz-multi-pack.html,31.93,100.0,4,"ACT Alcohol Free Anticavity Fluoride Rinse, Cinnamon - 18 Fl Oz, (Pack of 4)",${env.abxlab_url}act-alcohol-free-anticavity-fluoride-rinse-cinnamon-18-fl-oz-pack-of-4.html,25.81,80.0,2,BreathRx Anti-Bacterial Mouth Rinse (33oz Bottle),${env.abxlab_url}breathrx-anti-bacterial-mouth-rinse-33oz-bottle.html,33.8,93.0,12,0.2371173963580008,20.0,0.0585656122768555,7.0
Mouthwash,"S.T.37 Mouth Pain Relief Solution - 16 oz, Pack of 2",${env.abxlab_url}s-t-37-mouth-pain-relief-solution-16-oz-pack-of-2.html,29.49,100.0,10,"Colgate Peroxyl Mouth Sore Rinse, Mild Mint, 16.9 oz (Pack of 2)",${env.abxlab_url}colgate-peroxyl-mouth-sore-rinse-mild-mint-16-9-oz-pack-of-2.html,25.39,92.0,12,BreathRx Anti-Bacterial Mouth Rinse (33oz Bottle),${env.abxlab_url}breathrx-anti-bacterial-mouth-rinse-33oz-bottle.html,33.8,93.0,12,0.161480897991335,8.0,0.1461512377076975,7.0
Mouthwash,"One Drop Only Oral Care Concentrate, 50ml",${env.abxlab_url}one-drop-only-oral-care-concentrate-50ml.html,17.5,100.0,9,"Epic Xyitol Spearmint Flavored Mouthwash, 16-Ounce",${env.abxlab_url}epic-xyitol-spearmint-flavored-mouthwash-16-ounce.html,15.24,88.0,12,BreathRx Anti-Bacterial Mouth Rinse (33oz Bottle),${env.abxlab_url}breathrx-anti-bacterial-mouth-rinse-33oz-bottle.html,33.8,93.0,12,0.1482939632545931,12.0,0.9314285714285712,7.0
Mouthwash,"ACT Total Care Anticavity Fluoride Mouthwash, Kills Bad Breath Germs, Icy Clean Mint, 18 Ounce (Pack of 3)",${env.abxlab_url}act-total-care-anticavity-fluoride-mouthwash-kills-bad-breath-germs-icy-clean-mint-18-ounce-pack-of-3.html,28.29,85.0,12,"Supersmile Extra Whitening Pre-Rinse - Clinically Formulated Pre-Brush Dental Mouthwash, 16 Fl. Oz (1-Bottle)",${env.abxlab_url}supersmile-extra-whitening-pre-rinse-clinically-formulated-pre-brush-dental-mouthwash-16-fl-oz-1-bottle.html,26.0,73.0,12,"Crest Pro-Health Clinical Oral Rinse Deep Clean Mint, 32 Fluid Ounce (Pack of 6)",${env.abxlab_url}crest-pro-health-clinical-oral-rinse-deep-clean-mint-32-fluid-ounce-pack-of-6.html,49.29,80.0,12,0.088076923076923,12.0,0.7423117709437964,5.0
Mouthwash,"Crest 3D White Multi-Care Whitening Rinse, Glamorous White, Fresh M...",${env.abxlab_url}crest-3d-white-multi-care-whitening-rinse-glamorous-white-fresh-m.html,18.78,78.0,11,"Crest Pro-Health Advanced Mouthwash, Alcohol Free, Enamel Care, 1 L (33.8 fl oz)",${env.abxlab_url}crest-pro-health-advanced-mouthwash-alcohol-free-enamel-care-1-l-33-8-fl-oz.html,15.89,72.0,12,"Supersmile Extra Whitening Pre-Rinse - Clinically Formulated Pre-Brush Dental Mouthwash, 16 Fl. Oz (1-Bottle)",${env.abxlab_url}supersmile-extra-whitening-pre-rinse-clinically-formulated-pre-brush-dental-mouthwash-16-fl-oz-1-bottle.html,26.0,73.0,12,0.1818753933291378,6.0,0.384451544195953,5.0
Mouthwash,Tea Tree Mouthwash Alcohol Free-12 Ounce (3 Pack),${env.abxlab_url}tea-tree-mouthwash-alcohol-free-12-ounce-3-pack.html,23.07,85.0,12,"Stannous Fluoride Mouthwash - 10 Fl. Oz. 0.63% Antimicrobial Perio Rinse - Alcohol Free, Dye Free, Paraben Free - Refreshing Fruit Punch Flavor",${env.abxlab_url}stannous-fluoride-mouthwash-10-fl-oz-0-63-antimicrobial-perio-rinse-alcohol-free-dye-free-paraben-free-refreshing-fruit-punch-flavor.html,18.89,80.0,10,"ACT Alcohol Free Anticavity Fluoride Rinse, Cinnamon - 18 Fl Oz, (Pack of 4)",${env.abxlab_url}act-alcohol-free-anticavity-fluoride-rinse-cinnamon-18-fl-oz-pack-of-4.html,25.81,80.0,2,0.2212811011116993,5.0,0.11876896402254,5.0
Mouthwash,"The Natural Dentist Whitening Antigingivitis Rinse, Clean Mint,16.9 Fl Oz (Pack of 2)",${env.abxlab_url}the-natural-dentist-whitening-antigingivitis-rinse-clean-mint-16-9-fl-oz-pack-of-2.html,18.44,88.0,12,"Jason Sea Fresh Strengthening Sea Spearmint Mouthwash, 16 oz",${env.abxlab_url}jason-sea-fresh-strengthening-sea-spearmint-mouthwash-16-oz.html,15.57,73.0,12,Tea Tree Mouthwash Alcohol Free-12 Ounce (3 Pack),${env.abxlab_url}tea-tree-mouthwash-alcohol-free-12-ounce-3-pack.html,23.07,85.0,12,0.1843288375080283,15.0,0.2510845986984815,3.0
Mouthwash,Perioscience Hydrating Toothpaste - Hydroxyapatite Anti Cavity Gum Tissue Protection & Enamel Defense - AO Pro Dentist Recommended Teeth Whitening Clean Plaque Removal,${env.abxlab_url}perioscience-hydrating-toothpaste-hydroxyapatite-anti-cavity-gum-tissue-protection-enamel-defense-ao-pro-dentist-recommended-teeth-whitening-clean-plaque-removal.html,19.0,93.0,12,"Epic Xyitol Spearmint Flavored Mouthwash, 16-Ounce",${env.abxlab_url}epic-xyitol-spearmint-flavored-mouthwash-16-ounce.html,15.24,88.0,12,"The Natural Dentist Healthy Gums Daily Oral Rinse, Peppermint Twist, 16.9-Ounces (Pack of 2)",${env.abxlab_url}the-natural-dentist-healthy-gums-daily-oral-rinse-peppermint-twist-16-9-ounces-pack-of-2.html,30.28,90.0,8,0.2467191601049868,5.0,0.5936842105263158,3.0
Mouthwash,"S.T.37 Mouth Pain Relief Solution - 16 oz, Pack of 2",${env.abxlab_url}s-t-37-mouth-pain-relief-solution-16-oz-pack-of-2.html,29.49,100.0,10,"Sensodyne Pronamel Mouthwash, 8.4 Ounce (Pack of 2)",${env.abxlab_url}sensodyne-pronamel-mouthwash-8-4-ounce-pack-of-2.html,24.15,80.0,12,BreathRx Anti-Bacterial Mouth Rinse (33oz Bottle),${env.abxlab_url}breathrx-anti-bacterial-mouth-rinse-33oz-bottle.html,33.8,93.0,12,0.2211180124223602,20.0,0.1461512377076975,7.0
Mouthwash,"One Drop Only Oral Care Concentrate, 50ml",${env.abxlab_url}one-drop-only-oral-care-concentrate-50ml.html,17.5,100.0,9,"Crest Pro-Health Advanced Mouthwash, Alcohol Free, Enamel Care, 1 L (33.8 fl oz)",${env.abxlab_url}crest-pro-health-advanced-mouthwash-alcohol-free-enamel-care-1-l-33-8-fl-oz.html,15.89,72.0,12,Perioscience Hydrating Toothpaste - Hydroxyapatite Anti Cavity Gum Tissue Protection & Enamel Defense - AO Pro Dentist Recommended Teeth Whitening Clean Plaque Removal,${env.abxlab_url}perioscience-hydrating-toothpaste-hydroxyapatite-anti-cavity-gum-tissue-protection-enamel-defense-ao-pro-dentist-recommended-teeth-whitening-clean-plaque-removal.html,19.0,93.0,12,0.1013215859030836,28.0,0.0857142857142857,7.0
Over-Ear Headphones,"Pokemon Kids Bluetooth Headphones, Wireless Headphones with Microphone Includes Aux Cord, Volume Reduced Kids Foldable Headphones for School, Home, or Travel",${env.abxlab_url}pokemon-kids-bluetooth-headphones-wireless-headphones-with-microphone-includes-aux-cord-volume-reduced-kids-foldable-headphones-for-school-home-or-travel.html,29.99,68.0,12,"5 in 1 Wireless Headphones Over Ear Headsets,RF High-Fidelity with Monitoring+FM Radio for PC TV Net Chat",${env.abxlab_url}5-in-1-wireless-headphones-over-ear-headsets-rf-high-fidelity-with-monitoring-fm-radio-for-pc-tv-net-chat.html,23.99,55.0,12,Razer Opus Active Noise Cancelling ANC Wireless Headphones: THX Audio Tuning - 25 Hr Battery - Bluetooth & 3.5mm Jack Compatible - Auto Play/Auto Pause - Carrying Case Included - Classic Black,${env.abxlab_url}razer-opus-active-noise-cancelling-anc-wireless-headphones-thx-audio-tuning-25-hr-battery-bluetooth-3-5mm-jack-compatible-auto-play-auto-pause-carrying-case-included-classic-black.html,39.86,65.0,12,0.2501042100875364,13.0,0.3291097032344115,3.0
Over-Ear Headphones,"Pokemon Kids Bluetooth Headphones, Wireless Headphones with Microphone Includes Aux Cord, Volume Reduced Kids Foldable Headphones for School, Home, or Travel",${env.abxlab_url}pokemon-kids-bluetooth-headphones-wireless-headphones-with-microphone-includes-aux-cord-volume-reduced-kids-foldable-headphones-for-school-home-or-travel.html,29.99,68.0,12,Paw Patrol Headphones with Volume Limiter,${env.abxlab_url}paw-patrol-headphones-with-volume-limiter.html,23.98,55.0,8,Razer Opus Active Noise Cancelling ANC Wireless Headphones: THX Audio Tuning - 25 Hr Battery - Bluetooth & 3.5mm Jack Compatible - Auto Play/Auto Pause - Carrying Case Included - Classic Black,${env.abxlab_url}razer-opus-active-noise-cancelling-anc-wireless-headphones-thx-audio-tuning-25-hr-battery-bluetooth-3-5mm-jack-compatible-auto-play-auto-pause-carrying-case-included-classic-black.html,39.86,65.0,12,0.250625521267723,13.0,0.3291097032344115,3.0
Pasta & Noodles,"Explore Cuisine Organic Pasta Variety Pack - Chickpea Fusilli, Green Lentil Penne, Red Lentil Penne - 1 Box Each, 8 oz - High Protein, Gluten Free Pasta - 12 Total Servings",${env.abxlab_url}explore-cuisine-organic-pasta-variety-pack-chickpea-fusilli-green-lentil-penne-red-lentil-penne-1-box-each-8-oz-high-protein-gluten-free-pasta-12-total-servings.html,21.07,90.0,12,"Betty Crocker Hamburger Helper, Four Cheese Lasagna, 5.5 oz",${env.abxlab_url}betty-crocker-hamburger-helper-four-cheese-lasagna-5-5-oz.html,17.83,67.0,12,BULK BUY - Red Lentil Rotini Pasta Conventional 3LB Bulk,${env.abxlab_url}bulk-buy-red-lentil-rotini-pasta-conventional-3lb-bulk.html,24.99,87.0,12,0.1817162086371285,23.0,0.1860465116279069,3.0
Pasta & Noodles,Jovial Capellini Gluten-Free Pasta | Whole Grain Brown Rice Capellini Pasta | Non-GMO | Lower Carb | Kosher | USDA Certified Organic | Made in Italy | 12 oz (12 Pack),${env.abxlab_url}jovial-capellini-gluten-free-pasta-whole-grain-brown-rice-capellini-pasta-non-gmo-lower-carb-kosher-usda-certified-organic-made-in-italy-12-oz-12-pack.html,57.3,93.0,12,"Whole Foods Market, Gnocchi Classic, 16 Ounce",${env.abxlab_url}whole-foods-market-gnocchi-classic-16-ounce.html,46.63,62.0,12,Jovial Egg Tagliatelle Gluten-Free Pasta | Whole Grain Brown Rice Egg Tagliatelle Pasta | Lower Carb | Kosher | USDA Certified Organic | Made in Italy | 9 oz,${env.abxlab_url}jovial-egg-tagliatelle-gluten-free-pasta-whole-grain-brown-rice-egg-tagliatelle-pasta-lower-carb-kosher-usda-certified-organic-made-in-italy-9-oz.html,62.06,83.0,12,0.2288226463650009,31.0,0.0830715532286213,10.0
Pasta & Noodles,"Pastabilities Good Luck Shaped Pasta with Shamrocks for St Patrick's Day, Non-GMO Wheat Pasta 14 oz (2 Pack)",${env.abxlab_url}pastabilities-good-luck-shaped-pasta-with-shamrocks-for-st-patrick-s-day-non-gmo-wheat-pasta-14-oz-2-pack.html,13.49,100.0,8,"Great Low Carb Bread Co. Rotini Pasta 8 oz. Low Carb Pasta, Organic, Kosher, No GMO, Make Mac n Cheese, Cold Pasta Salads",${env.abxlab_url}great-low-carb-bread-co-rotini-pasta-8-oz-low-carb-pasta-organic-kosher-no-gmo-make-mac-n-cheese-cold-pasta-salads.html,11.46,80.0,12,"Explore Cuisine Organic Pasta Variety Pack - Chickpea Fusilli, Green Lentil Penne, Red Lentil Penne - 1 Box Each, 8 oz - High Protein, Gluten Free Pasta - 12 Total Servings",${env.abxlab_url}explore-cuisine-organic-pasta-variety-pack-chickpea-fusilli-green-lentil-penne-red-lentil-penne-1-box-each-8-oz-high-protein-gluten-free-pasta-12-total-servings.html,21.07,90.0,12,0.1771378708551482,20.0,0.5618977020014826,10.0
Speakers,"32-Inch TV Sound Bars,Lvssci Sound Bars for TV,Home Audio TV Speakers with Bluetooth 5.0 HDMI/Optical/Coaxial/AUX/RCA (Wall Mountable, Remote Control)",${env.abxlab_url}32-inch-tv-sound-bars-lvssci-sound-bars-for-tv-home-audio-tv-speakers-with-bluetooth-5-0-hdmi-optical-coaxial-aux-rca-wall-mountable-remote-control.html,45.09,70.0,12,"Soundbar, TOPROAD Sound Bar with Built-in Mic and Bluetooth, Wired and Wireless Speaker for TV/PC/Phones/Tablets with Remote Control",${env.abxlab_url}soundbar-toproad-sound-bar-with-built-in-mic-and-bluetooth-wired-and-wireless-speaker-for-tv-pc-phones-tablets-with-remote-control.html,38.66,62.0,12,Dual Electronics LU53PB 3-Way High Performance Outdoor Indoor Speakers with Powerful Bass | Effortless Mounting Swivel Brackets | All Weather Resistance | Expansive Stereo Sound Coverage | Sold in Pairs,${env.abxlab_url}dual-electronics-lu53pb-3-way-high-performance-outdoor-indoor-speakers-with-powerful-bass-effortless-mounting-swivel-brackets-all-weather-resistance-expansive-stereo-sound-coverage-sold-in-pairs.html,79.99,67.0,12,0.1663217796171755,8.0,0.7740075404746061,3.0
Speakers,"Harman Kardon Enchant 10"" Wireless Subwoofer",${env.abxlab_url}harman-kardon-enchant-10-wireless-subwoofer.html,389.99,93.0,11,"VIZIO SB36514-G6 36"" 5.1.4 Premium Home Theater Sound System with Dolby Atmos and Wireless Subwoofer,Black (Renewed)",${env.abxlab_url}vizio-sb36514-g6-36-5-1-4-premium-home-theater-sound-system-with-dolby-atmos-and-wireless-subwoofer-black-renewed.html,349.0,73.0,12,"ELAC Uni-Fi 2.0 UC52 Center Speaker (Each), Black (UC52-BK)",${env.abxlab_url}elac-uni-fi-2-0-uc52-center-speaker-each-black-uc52-bk.html,459.98,84.0,11,0.1174498567335243,20.0,0.1794661401574399,9.0
Speakers,"32-Inch TV Sound Bars,Lvssci Sound Bars for TV,Home Audio TV Speakers with Bluetooth 5.0 HDMI/Optical/Coaxial/AUX/RCA (Wall Mountable, Remote Control)",${env.abxlab_url}32-inch-tv-sound-bars-lvssci-sound-bars-for-tv-home-audio-tv-speakers-with-bluetooth-5-0-hdmi-optical-coaxial-aux-rca-wall-mountable-remote-control.html,45.09,70.0,12,Sylvania SB290 Bluetooth 4.0 Wireless Soundbar,${env.abxlab_url}sylvania-sb290-bluetooth-4-0-wireless-soundbar.html,35.99,52.0,12,Dual Electronics LU53PB 3-Way High Performance Outdoor Indoor Speakers with Powerful Bass | Effortless Mounting Swivel Brackets | All Weather Resistance | Expansive Stereo Sound Coverage | Sold in Pairs,${env.abxlab_url}dual-electronics-lu53pb-3-way-high-performance-outdoor-indoor-speakers-with-powerful-bass-effortless-mounting-swivel-brackets-all-weather-resistance-expansive-stereo-sound-coverage-sold-in-pairs.html,79.99,67.0,12,0.2528480133370381,18.0,0.7740075404746061,3.0
Speakers,Samsung HW-Q6CR 5.1 Ch Acoustic Beam Soundbar and Wireless Subwoofer (2020),${env.abxlab_url}samsung-hw-q6cr-5-1-ch-acoustic-beam-soundbar-and-wireless-subwoofer-2020.html,43.62,78.0,11,"Soundbar, TOPROAD Sound Bar with Built-in Mic and Bluetooth, Wired and Wireless Speaker for TV/PC/Phones/Tablets with Remote Control",${env.abxlab_url}soundbar-toproad-sound-bar-with-built-in-mic-and-bluetooth-wired-and-wireless-speaker-for-tv-pc-phones-tablets-with-remote-control.html,38.66,62.0,12,"TV Soundbar, Wired & Wireless Bluetooth 5.0 Stereo Sound bar for TV, Three Equalizer Mode Audio Speaker for TV, Optical/Aux/RCA Connection, Wall Mountable, Remote Control",${env.abxlab_url}tv-soundbar-wired-wireless-bluetooth-5-0-stereo-sound-bar-for-tv-three-equalizer-mode-audio-speaker-for-tv-optical-aux-rca-connection-wall-mountable-remote-control.html,59.99,72.0,12,0.1282979824107605,16.0,0.3752865657955068,6.0
Speakers,"C2G 39907 5 Inch Ceiling Speaker (70V, 8 Ohm), White",${env.abxlab_url}c2g-39907-5-inch-ceiling-speaker-70v-8-ohm-white.html,49.84,90.0,2,zeriyu Bluetooth Soundbar 16 Inch Wireless TV Speaker Home Stereo Theater Surround Sound Bar Colorful Ring LED Light Music Player Support RCA AUX USB TF BS-20A,${env.abxlab_url}zeriyu-bluetooth-soundbar-16-inch-wireless-tv-speaker-home-stereo-theater-surround-sound-bar-colorful-ring-led-light-music-player-support-rca-aux-usb-tf-bs-20a.html,44.98,80.0,1,"GOgroove Bluetooth 2.1 Sound Bar Home Theater Speaker with Internal Subwoofer & Wall Mounting Kit - Compatible with Samsung, VIZIO, Sony and More HD, 4K, & Smart TVs",${env.abxlab_url}gogroove-bluetooth-2-1-sound-bar-home-theater-speaker-with-internal-subwoofer-wall-mounting-kit-compatible-with-samsung-vizio-sony-and-more-hd-4k-smart-tvs.html,79.99,85.0,12,0.1080480213428191,10.0,0.6049357945425359,5.0
Speakers,"TV Sound Bar with Built-in Subwoofer, 2.0 Channel Sound bar with Wired and Wireless Bluetooth 5.0 Home Audio Speaker(24-Inch, 60W, Deep Bass,Wall Mountable)",${env.abxlab_url}tv-sound-bar-with-built-in-subwoofer-2-0-channel-sound-bar-with-wired-and-wireless-bluetooth-5-0-home-audio-speaker-24-inch-60w-deep-bass-wall-mountable.html,44.5,82.0,12,"Soundbar, TOPROAD Sound Bar with Built-in Mic and Bluetooth, Wired and Wireless Speaker for TV/PC/Phones/Tablets with Remote Control",${env.abxlab_url}soundbar-toproad-sound-bar-with-built-in-mic-and-bluetooth-wired-and-wireless-speaker-for-tv-pc-phones-tablets-with-remote-control.html,38.66,62.0,12,"TV Soundbar, Wired & Wireless Bluetooth 5.0 Stereo Sound bar for TV, Three Equalizer Mode Audio Speaker for TV, Optical/Aux/RCA Connection, Wall Mountable, Remote Control",${env.abxlab_url}tv-soundbar-wired-wireless-bluetooth-5-0-stereo-sound-bar-for-tv-three-equalizer-mode-audio-speaker-for-tv-optical-aux-rca-connection-wall-mountable-remote-control.html,59.99,72.0,12,0.1510605276771858,20.0,0.3480898876404494,10.0
Speakers,"Harman Kardon Enchant 10"" Wireless Subwoofer",${env.abxlab_url}harman-kardon-enchant-10-wireless-subwoofer.html,389.99,93.0,11,Edifier S1000MKII Audiophile Active Bookshelf 2.0 Speakers - 120w Speakers Bluetooth 5.0 with aptX HD - Optical Input - S1000MK2 Powered Near-Field Monitor Speaker with Class D Amp,${env.abxlab_url}edifier-s1000mkii-audiophile-active-bookshelf-2-0-speakers-120w-speakers-bluetooth-5-0-with-aptx-hd-optical-input-s1000mk2-powered-near-field-monitor-speaker-with-class-d-amp.html,349.99,82.0,12,"Klipsch Reference R-26FA Dolby Atmos Floorstanding Speakers, Black, Pair",${env.abxlab_url}klipsch-reference-r-26fa-dolby-atmos-floorstanding-speakers-black-pair.html,749.98,85.0,11,0.1142889796851338,11.0,0.92307495063976,8.0
Speakers,Klipsch RP-400M Reference Premiere Bookshelf Speakers - Pair (Ebony),${env.abxlab_url}klipsch-rp-400m-reference-premiere-bookshelf-speakers-pair-ebony.html,399.0,88.0,12,Definitive Technology Ueva/Di 6.5str Round Stereo in-Ceiling Speaker (Single),${env.abxlab_url}definitive-technology-ueva-di-6-5str-round-stereo-in-ceiling-speaker-single.html,329.0,73.0,9,"ELAC Uni-Fi 2.0 UC52 Center Speaker (Each), Black (UC52-BK)",${env.abxlab_url}elac-uni-fi-2-0-uc52-center-speaker-each-black-uc52-bk.html,459.98,84.0,11,0.2127659574468085,15.0,0.1528320802005013,4.0
Speakers,"Dayton Audio IOSUB 10"" IP66 Indoor/Outdoor Subwoofer 150W Black",${env.abxlab_url}dayton-audio-iosub-10-ip66-indoor-outdoor-subwoofer-150w-black.html,229.98,90.0,12,Vizio SB362An-F6 36” 2.1 Channel Soundbar with Built-in Dual Subwoofers,${env.abxlab_url}vizio-sb362an-f6-36-2-1-channel-soundbar-with-built-in-dual-subwoofers.html,199.98,63.0,12,Wharfedale - Diamond 220 (Black),${env.abxlab_url}wharfedale-diamond-220-black.html,249.0,83.0,12,0.15001500150015,27.0,0.0827028437255414,7.0
Toothpaste,Orajel Toddler My Little Pony Training Toothpaste 1.5 oz. (Pack of 2),${env.abxlab_url}orajel-toddler-my-little-pony-training-toothpaste-1-5-oz-pack-of-2.html,10.0,100.0,8,"Tom's of Maine, Propolis & Myrrh Fluoride Free Toothpaste - Fennel, 5.5 Ounce",${env.abxlab_url}tom-s-of-maine-propolis-myrrh-fluoride-free-toothpaste-fennel-5-5-ounce.html,9.22,83.0,12,"Parodontax Extra Fresh Toothpaste, 3.4 oz. Per Tube (2 Pack)",${env.abxlab_url}parodontax-extra-fresh-toothpaste-3-4-oz-per-tube-2-pack.html,18.99,96.0,5,0.0845986984815617,17.0,0.8989999999999998,4.0
Toothpaste,Close Up Anticavity Flouride Toothpaste - Cinnamon Red Gel - 4.0 OZ - (2 Pack),${env.abxlab_url}close-up-anticavity-flouride-toothpaste-cinnamon-red-gel-4-0-oz-2-pack.html,7.65,90.0,8,"Hello Activated Charcoal Hemp Seed Oil Epic Whitening Toothpaste, 4 Ounce, Fluoride Free, SLS Free",${env.abxlab_url}hello-activated-charcoal-hemp-seed-oil-epic-whitening-toothpaste-4-ounce-fluoride-free-sls-free.html,6.99,80.0,12,"NutriBiotic – Dental Gel Plus, Truly Whitening, Wintergreen, 4.5 Oz | with GSE, Aloe, Vitamin C, Baking Soda & Dental Peroxide | Support Healthy Teeth & Gums | Fluoride-Free",${env.abxlab_url}nutribiotic-dental-gel-plus-truly-whitening-wintergreen-4-5-oz-with-gse-aloe-vitamin-c-baking-soda-dental-peroxide-support-healthy-teeth-gums-fluoride-free.html,9.25,87.0,12,0.0944206008583691,10.0,0.2091503267973855,3.0
Toothpaste,Eco Dent Toothpowder Xbrite,${env.abxlab_url}eco-dent-toothpowder-xbrite.html,9.69,88.0,10,"Crest Pro-Health Toothpaste, Clean Mint 4.6 oz (Pack of 2)",${env.abxlab_url}crest-pro-health-toothpaste-clean-mint-4-6-oz-pack-of-2.html,7.58,63.0,12,Crest Complete Cinnamon Rush 5.4 Ounce (3 Pack),${env.abxlab_url}crest-complete-cinnamon-rush-5-4-ounce-3-pack.html,18.15,85.0,12,0.2783641160949867,25.0,0.8730650154798761,3.0
