category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Cookies,"Emmy's Organic Coconut Cookies Variety Pack of 4 Flavors ( Peanut Butter, Vanilla Bean, Chocolate Chip, Dark Cacao ) 6 Ounce",${env.abxlab_url}emmy-s-organic-coconut-cookies-variety-pack-of-4-flavors-peanut-butter-vanilla-bean-chocolate-chip-dark-cacao-6-ounce.html,31.99,76.0,10,Necco Chocolate Wafers Pack of 24 Rolls,${env.abxlab_url}necco-chocolate-wafers-pack-of-24-rolls.html,28.08,70.0,12,CYBELES COOKIE CHC CHNK BROWNIE,${env.abxlab_url}cybeles-cookie-chc-chnk-brownie.html,38.36,73.0,12,0.13924501424501426,6.0,0.19912472647702412,3.0
Cheese,"Member's Mark Cheese Sauce, Cheddar, 106 Ounce",${env.abxlab_url}member-s-mark-cheese-sauce-cheddar-106-ounce.html,58.25,68.0,5,"Daiya, Provolone Style Slices, 7.8 oz",${env.abxlab_url}daiya-provolone-style-slices-7-8-oz.html,48.55,60.0,12,WSU Natural Viking Cheese 30oz. Can,${env.abxlab_url}wsu-natural-viking-cheese-30oz-can.html,59.94,60.0,5,0.1997940267765191,8.0,0.02901287553648065,8.0
Chocolate,"Fruity Pebbles Cereal N Candy Bunny Shaped Easter Bar, King Size White Chocolate Rabbit Candies for Kids Basket Stuffer 5 Ounce",${env.abxlab_url}fruity-pebbles-cereal-n-candy-bunny-shaped-easter-bar-king-size-white-chocolate-rabbit-candies-for-kids-basket-stuffer-5-ounce.html,10.95,64.0,9,"Wilton Orange Candy Melts, 12-Ounce",${env.abxlab_url}wilton-orange-candy-melts-12-ounce.html,8.99,60.0,12,"Elite Mini Milk Chocolate Bar Variety Pack, 13.7oz (21 Bars), Mini Pesek Zman, Mini Snap, Mini Log, Heavenly Chocolate Bars Made in Israel",${env.abxlab_url}elite-mini-milk-chocolate-bar-variety-pack-13-7oz-21-bars-mini-pesek-zman-mini-snap-mini-log-heavenly-chocolate-bars-made-in-israel.html,12.99,62.0,12,0.21802002224694095,4.0,0.1863013698630138,2.0
Chocolate,"Red Bird Cotton Candy Puffs, 30 oz bag | Made w/100% Pure Cane Sugar | Melt-in-Your-Mouth Candy | Allergen-Free, Gluten-Free, Kosher and Individually Wrapped",${env.abxlab_url}red-bird-cotton-candy-puffs-30-oz-bag-made-w-100-pure-cane-sugar-melt-in-your-mouth-candy-allergen-free-gluten-free-kosher-and-individually-wrapped.html,17.89,73.0,12,"York Peppermint Patties 1 Pound Bulk Chocolate Candy Pack, Individually Wrapped Snacks for Christmas Candy Gifts and Holiday Treats, Chocolate Mints for Stocking Stuffers",${env.abxlab_url}york-peppermint-patties-1-pound-bulk-chocolate-candy-pack-individually-wrapped-snacks-for-christmas-candy-gifts-and-holiday-treats-chocolate-mints-for-stocking-stuffers.html,16.49,67.0,9,"R.M Palmer Love Expression, Bulk Bag, Assortment of Emoji faces, Snapchat, Fudge filled Chocolaty Candies, Valentine’s Day Treats (2 lbs.)",${env.abxlab_url}r-m-palmer-love-expression-bulk-bag-assortment-of-emoji-faces-snapchat-fudge-filled-chocolaty-candies-valentine-s-day-treats-2-lbs.html,19.99,70.0,2,0.08489993935718632,6.0,0.1173840134153157,3.0
Chocolate,"Evolved Chocolate, Oatmeal Cookie Dough Filled Chocolate Bar, 2.5 Ounce",${env.abxlab_url}evolved-chocolate-oatmeal-cookie-dough-filled-chocolate-bar-2-5-ounce.html,18.28,85.0,12,Scott's Cakes 1 Pound Fruit & Nut Cream Center Filled Easter Egg Covered in Milk Chocolate,${env.abxlab_url}scott-s-cakes-1-pound-fruit-nut-cream-center-filled-easter-egg-covered-in-milk-chocolate.html,15.95,78.0,12,"Spree Original Theater Box Candy, 5 Ounce, Pack of 12",${env.abxlab_url}spree-original-theater-box-candy-5-ounce-pack-of-12.html,19.95,78.0,12,0.14608150470219447,7.0,0.09135667396061259,7.0
Chocolate,Milk Chocolate Rocks 3 pound bag (48 ounces of candy coated chocolate pebbles),${env.abxlab_url}milk-chocolate-rocks-3-pound-bag-48-ounces-of-candy-coated-chocolate-pebbles.html,31.19,85.0,12,Atk Endlge Choc Peanut Ca Size 6.0z Atk Endulge Chocolate Peanut Candies,${env.abxlab_url}atk-endlge-choc-peanut-ca-size-6-0z-atk-endulge-chocolate-peanut-candies.html,26.65,80.0,4,Double Dipped Peanuts Milk Chocolate Covered Peanuts 5 pounds,${env.abxlab_url}double-dipped-peanuts-milk-chocolate-covered-peanuts-5-pounds.html,32.6,82.0,12,0.1703564727954973,5.0,0.04520679705033665,3.0
Cookies,Jovial Einkorn Cookies | Checkboard Cookies | USDA Certified Organic | High Protein | Fair Trade Certified | All Natural Ingredients | Low Carb | Low Sugar | Palm Done Right | 8.8 oz (2 Pack),${env.abxlab_url}jovial-einkorn-cookies-checkboard-cookies-usda-certified-organic-high-protein-fair-trade-certified-all-natural-ingredients-low-carb-low-sugar-palm-done-right-8-8-oz-2-pack.html,17.79,67.0,3,Cameo Creme Sandwich Cookies 12 Pack,${env.abxlab_url}cameo-creme-sandwich-cookies-12-pack.html,15.99,60.0,8,"Mulino Bianco: ""Chicche"" Shortcake filled with cocoa cream - 7.05 Oz (200g) [ Italian Import ]",${env.abxlab_url}mulino-bianco-chicche-shortcake-filled-with-cocoa-cream-7-05-oz-200g-italian-import.html,22.0,65.0,5,0.11257035647279542,7.0,0.23664980326025864,2.0
Cheese,"Organic Valley Gourmet Organic Provolone Cheese Block — Pasteurized, Non GMO, No Added Hormones — 8 Oz",${env.abxlab_url}organic-valley-gourmet-organic-provolone-cheese-block-pasteurized-non-gmo-no-added-hormones-8-oz.html,43.73,82.0,12,"Comte French Aged Cheese, Sold by the Pound",${env.abxlab_url}comte-french-aged-cheese-sold-by-the-pound.html,39.99,78.0,12,WSU Wazzu Creamery Natural Cheddar Cheese 30 Oz,${env.abxlab_url}wsu-wazzu-creamery-natural-cheddar-cheese-30-oz.html,48.96,78.0,12,0.09352338084521117,4.0,0.11959753029956562,4.0
Digital Cameras,Casio High Speed Exilim Ex-ZR700 Digital Camera Black EX-ZR700BK - International Version (No Warranty),${env.abxlab_url}casio-high-speed-exilim-ex-zr700-digital-camera-black-ex-zr700bk-international-version-no-warranty.html,29.54,92.0,12,Canon PowerShot SX70 HS 20.3MP 4K Video Digital Camera with 18 Accessories Value Bundle,${env.abxlab_url}canon-powershot-sx70-hs-20-3mp-4k-video-digital-camera-with-18-accessories-value-bundle.html,27.64,84.0,6,Fujifilm Finepix S9000 9MP Digital Camera with 10.7x Wide Optical Zoom,${env.abxlab_url}fujifilm-finepix-s9000-9mp-digital-camera-with-10-7x-wide-optical-zoom.html,36.45,90.0,12,0.06874095513748185,8.0,0.2339201083276914,2.0
Cookies,Dare Creme Cookies 10.2 ounce (pack of 2) (Lemon)2,${env.abxlab_url}dare-creme-cookies-10-2-ounce-pack-of-2-lemon-2.html,12.07,85.0,12,"EMMYS Organic Vanilla Coconut Macaroons, 6 OZ",${env.abxlab_url}emmys-organic-vanilla-coconut-macaroons-6-oz.html,9.97,80.0,12,Gullon Sugar Free Maria Cookie Net Wt. 7 Oz (200g) Pack of 6,${env.abxlab_url}gullon-sugar-free-maria-cookie-net-wt-7-oz-200g-pack-of-6.html,14.6,83.0,12,0.21063189568706114,5.0,0.20961060480530236,2.0
Speakers,"32-Inch TV Sound Bars,Lvssci Sound Bars for TV,Home Audio TV Speakers with Bluetooth 5.0 HDMI/Optical/Coaxial/AUX/RCA (Wall Mountable, Remote Control)",${env.abxlab_url}32-inch-tv-sound-bars-lvssci-sound-bars-for-tv-home-audio-tv-speakers-with-bluetooth-5-0-hdmi-optical-coaxial-aux-rca-wall-mountable-remote-control.html,45.09,70.0,12,"Soundbar, TOPROAD Sound Bar with Built-in Mic and Bluetooth, Wired and Wireless Speaker for TV/PC/Phones/Tablets with Remote Control",${env.abxlab_url}soundbar-toproad-sound-bar-with-built-in-mic-and-bluetooth-wired-and-wireless-speaker-for-tv-pc-phones-tablets-with-remote-control.html,38.66,62.0,12,iLive ITB105B 20-Inch Compact Sound Bar with Bluetooth 2.0,${env.abxlab_url}ilive-itb105b-20-inch-compact-sound-bar-with-bluetooth-2-0.html,53.28,62.0,12,0.16632177961717556,8.0,0.18163672654690613,8.0
Chocolate,"HERSHEY'S KISSES Milk Chocolate with Almonds Candy, Bulk, 32 oz Party Bag",${env.abxlab_url}hershey-s-kisses-milk-chocolate-with-almonds-candy-bulk-32-oz-party-bag.html,11.17,82.0,10,Milka & LU Biscuits Chocolate Bar Candy Original German Chocolate 87g/3.06oz (Pack of 2),${env.abxlab_url}milka-lu-biscuits-chocolate-bar-candy-original-german-chocolate-87g-3-06oz-pack-of-2.html,10.22,80.0,3,Cadbury Curly Wurly Chocolate Chewy Bars | Total 6 bars of British Chocolate Candy,${env.abxlab_url}cadbury-curly-wurly-chocolate-chewy-bars-total-6-bars-of-british-chocolate-candy.html,11.75,80.0,12,0.09295499021526411,2.0,0.05192479856759177,2.0
Deodorants & Antiperspirants,Old Spice Red Zone Anti-Perspirant Deodorant Invisible Solid Swagger 2.60 oz (Pack of 4),${env.abxlab_url}old-spice-red-zone-anti-perspirant-deodorant-invisible-solid-swagger-2-60-oz-pack-of-4.html,6.71,93.0,3,Avon Cool Confidence Original Scent Roll-on Anti-perspirant Deodorant Bonus Size 2.6 Fl. Oz.,${env.abxlab_url}avon-cool-confidence-original-scent-roll-on-anti-perspirant-deodorant-bonus-size-2-6-fl-oz.html,5.99,85.0,12,"Home Health Herbal Magic Roll-On Deodorant, Unscented, 3 Ounce",${env.abxlab_url}home-health-herbal-magic-roll-on-deodorant-unscented-3-ounce.html,7.32,90.0,12,0.12020033388981631,8.0,0.09090909090909095,3.0
Earbud Headphones,JBL Reflect Mini 2 Wireless in-Ear Sport Headphones with Three-Button Remote and Microphone - Green,${env.abxlab_url}jbl-reflect-mini-2-wireless-in-ear-sport-headphones-with-three-button-remote-and-microphone-green.html,24.6,65.0,12,"UGREEN Wired Lightning Headphones MFi Certified for iPhone, in-Ear Earphones with Microphone and Volume Control Wired Lightning Earbuds Compatible with iPhone 13 Mini Pro Max 12 11 Pro Max, Black",${env.abxlab_url}ugreen-wired-lightning-headphones-mfi-certified-for-iphone-in-ear-earphones-with-microphone-and-volume-control-wired-lightning-earbuds-compatible-with-iphone-13-mini-pro-max-12-11-pro-max-black.html,21.99,60.0,3,"Thore Type C Headphones, in-Ear Wired Earbuds with Microphone & Volume Control Mic Earphones for Samsung Galaxy Note/S20/S21/S22 Plus/Ultra/FE, Pixel 4/5/6 Pro & More, Black (USB-C Connection)",${env.abxlab_url}thore-type-c-headphones-in-ear-wired-earbuds-with-microphone-volume-control-mic-earphones-for-samsung-galaxy-note-s20-s21-s22-plus-ultra-fe-pixel-4-5-6-pro-more-black-usb-c-connection.html,29.99,63.0,12,0.1186903137789906,5.0,0.21910569105691044,2.0
Cookies,Nonni's THINaddictives Lemon blueberry Almond Thin Cookies NEW FLAVOR 6 packs per box 4.4 Ounce ( 2 Pack),${env.abxlab_url}nonni-s-thinaddictives-lemon-blueberry-almond-thin-cookies-new-flavor-6-packs-per-box-4-4-ounce-2-pack.html,14.98,88.0,12,Fudge's Salted Caramel Florentines - 8 per pack,${env.abxlab_url}fudge-s-salted-caramel-florentines-8-per-pack.html,13.53,80.0,3,"Little Gina's - Vanilla Pizzelle, (2)- 9 oz. Boxes",${env.abxlab_url}little-gina-s-vanilla-pizzelle-2-9-oz-boxes.html,17.99,84.0,9,0.107169253510717,8.0,0.2009345794392522,4.0
Cookies,"Oreo Original & Double Stuf Gluten Free Cookies Variety Pack, 4 Count",${env.abxlab_url}oreo-original-double-stuf-gluten-free-cookies-variety-pack-4-count.html,29.9,83.0,12,"Journey of Asia ""Seri's Choice KOREAN Snack"" Box 36 Count Individual Wrapped Essentials Packs of Candy, Snacks, Chips, Cookies, Treats for Kids, Children, College Students, Adult and Senior",${env.abxlab_url}journey-of-asia-seri-s-choice-korean-snack-box-36-count-individual-wrapped-essentials-packs-of-candy-snacks-chips-cookies-treats-for-kids-children-college-students-adult-and-senior.html,27.84,75.0,12,"Walkers W116 Shortbread Cookies, 2/Pack, 24 Packs/Box",${env.abxlab_url}walkers-w116-shortbread-cookies-2-pack-24-packs-box.html,33.4,78.0,8,0.07399425287356318,8.0,0.11705685618729098,5.0
Deodorants & Antiperspirants,"GrowingBasics Deodorant for Boys Ages 8 & Up (Set of 2) - SPORT A - High-Performance, Essential Natural invisible Underarm Stick - Aluminum-Free - For adolescences Teen Boys - Clean, Fresh, Cool - grownish",${env.abxlab_url}growingbasics-deodorant-for-boys-ages-8-up-set-of-2-sport-a-high-performance-essential-natural-invisible-underarm-stick-aluminum-free-for-adolescences-teen-boys-clean-fresh-cool-grownish.html,16.99,87.0,12,Dove Men Care Anti-Perpirant Deodorant Spray Sport Active Fresh 150Ml - Pack of 6 by Dove,${env.abxlab_url}dove-men-care-anti-perpirant-deodorant-spray-sport-active-fresh-150ml-pack-of-6-by-dove.html,15.0,80.0,12,"Natural Deodorant Stick Set, Aluminum Free & Zero Waste Deodorant with Full & Travel Size, Coconut & Vanilla, for Women & Men, Vegan & Cruelty Free, Plastic Free & Eco Friendly (Total 3.7oz)",${env.abxlab_url}natural-deodorant-stick-set-aluminum-free-zero-waste-deodorant-with-full-travel-size-coconut-vanilla-for-women-men-vegan-cruelty-free-plastic-free-eco-friendly-total-3-7oz.html,18.99,85.0,12,0.13266666666666657,7.0,0.11771630370806357,2.0
Cookies,Stella D'oro Swiss Fudge 8oz (6 Pack),${env.abxlab_url}stella-d-oro-swiss-fudge-8oz-6-pack.html,44.5,87.0,12,"A Gift Inside Celebration Milk and White Chocolate Covered Caramel Apples Pair for Birthday, Easter, Spring 2 Count (Pack of 1)",${env.abxlab_url}a-gift-inside-celebration-milk-and-white-chocolate-covered-caramel-apples-pair-for-birthday-easter-spring-2-count-pack-of-1.html,41.94,85.0,8,"Partake Crunchy Cookies - Chocolate Chip | 4 Boxes | Vegan & Gluten Free | Free of Top 8 Allergens- Dairy Free, Nut Free, Egg Free, Wheat Free, Soy Free, Fish Free | 5.5 Oz | 15 Cookies Each",${env.abxlab_url}partake-crunchy-cookies-chocolate-chip-4-boxes-vegan-gluten-free-free-of-top-8-allergens-dairy-free-nut-free-egg-free-wheat-free-soy-free-fish-free-5-5-oz-15-cookies-each.html,52.18,85.0,12,0.061039580352885134,2.0,0.17258426966292134,2.0
Lenses,Nikon AF-S DX NIKKOR 16-80mm f/2.8-4E ED Vibration Reduction Zoom Lens with Auto Focus for Nikon DSLR Cameras,${env.abxlab_url}nikon-af-s-dx-nikkor-16-80mm-f-2-8-4e-ed-vibration-reduction-zoom-lens-with-auto-focus-for-nikon-dslr-cameras.html,438.0,88.0,12,"VILTROX RF 85mm f/1.8 Full Frame AF Lens for Canon RF Mount Cameras EOS R, EOS RP, EOS R5, EOS R6, EOS R3, EOS Ra, EOS C70",${env.abxlab_url}viltrox-rf-85mm-f-1-8-full-frame-af-lens-for-canon-rf-mount-cameras-eos-r-eos-rp-eos-r5-eos-r6-eos-r3-eos-ra-eos-c70.html,399.0,80.0,5,Nikon Auto Focus-S FX TC-20E III Teleconverter Lens with Auto Focus for Nikon DSLR Cameras,${env.abxlab_url}nikon-auto-focus-s-fx-tc-20e-iii-teleconverter-lens-with-auto-focus-for-nikon-dslr-cameras.html,460.0,85.0,12,0.09774436090225563,8.0,0.0502283105022831,3.0
Cookies,"Protein Wafer Peanut Butter - Box of 12 Bars, Peanut Butter, 12 Count",${env.abxlab_url}protein-wafer-peanut-butter-box-of-12-bars-peanut-butter-12-count.html,14.95,85.0,4,Trader Joe's Cinnamon Schoolbook Cookies,${env.abxlab_url}trader-joe-s-cinnamon-schoolbook-cookies.html,12.99,78.0,12,Harry & David Dark Chocolate Wafer Rolls 10 oz,${env.abxlab_url}harry-david-dark-chocolate-wafer-rolls-10-oz.html,15.95,80.0,3,0.1508852963818321,7.0,0.06688963210702341,5.0
Earbud Headphones,Monster Mobile Clarity In-Ear Headphones,${env.abxlab_url}monster-mobile-clarity-in-ear-headphones.html,16.99,80.0,5,"Bluetooth Headset,Wireless Bluetooth Earpiece V4.1 Bluetooth Earbuds Headphones Lightweight in-Ear Earphones Noise Cancelling with Mic and HandsFree for Business/Office/Driving",${env.abxlab_url}bluetooth-headset-wireless-bluetooth-earpiece-v4-1-bluetooth-earbuds-headphones-lightweight-in-ear-earphones-noise-cancelling-with-mic-and-handsfree-for-business-office-driving.html,14.99,72.0,12,BackBeat FIT 3150True Wireless Sport Earbuds - Black,${env.abxlab_url}backbeat-fit-3150true-wireless-sport-earbuds-black.html,19.76,73.0,12,0.1334222815210139,8.0,0.16303708063566824,7.0
Cookies,"Jackson's Vanilla Wafer, 11-Ounce (Pack of 6)",${env.abxlab_url}jackson-s-vanilla-wafer-11-ounce-pack-of-6.html,58.88,75.0,12,ROYCE' Baton Cookies [Coconut 25pcs] & [Hazel Cacao 25pcs] Sapporo Hokkaido Japan Import,${env.abxlab_url}royce-baton-cookies-coconut-25pcs-hazel-cacao-25pcs-sapporo-hokkaido-japan-import.html,54.67,68.0,12,Pepperidge Farm Soft Baked Cookies - Santa Cruz Oatmeal Raisin - 8.6 oz - 2 Pack,${env.abxlab_url}pepperidge-farm-soft-baked-cookies-santa-cruz-oatmeal-raisin-8-6-oz-2-pack.html,62.36,70.0,12,0.07700749954271083,7.0,0.05910326086956516,5.0
Cookies,"365 by Whole Foods Market, Cookies Ginger Snap, 10 Ounce",${env.abxlab_url}365-by-whole-foods-market-cookies-ginger-snap-10-ounce.html,16.32,92.0,12,Nonni's THINaddictives Lemon blueberry Almond Thin Cookies NEW FLAVOR 6 packs per box 4.4 Ounce ( 2 Pack),${env.abxlab_url}nonni-s-thinaddictives-lemon-blueberry-almond-thin-cookies-new-flavor-6-packs-per-box-4-4-ounce-2-pack.html,14.98,88.0,12,"Paleo Hazelnut Alfajores, 4 Cookies (Pack of 4). 16 Alfajores in total",${env.abxlab_url}paleo-hazelnut-alfajores-4-cookies-pack-of-4-16-alfajores-in-total.html,19.0,88.0,10,0.08945260347129505,4.0,0.16421568627450978,4.0
Cookies,Biscoff Cookies Original Singles Pack (128 Cookies / 35.2 oz Total),${env.abxlab_url}biscoff-cookies-original-singles-pack-128-cookies-35-2-oz-total.html,14.36,88.0,12,Dare Creme Cookies 10.2 ounce (pack of 2) (Lemon)2,${env.abxlab_url}dare-creme-cookies-10-2-ounce-pack-of-2-lemon-2.html,12.07,85.0,12,"Protein Wafer Peanut Butter - Box of 12 Bars, Peanut Butter, 12 Count",${env.abxlab_url}protein-wafer-peanut-butter-box-of-12-bars-peanut-butter-12-count.html,14.95,85.0,4,0.18972659486329735,3.0,0.04108635097493035,3.0
Cookies,"Emmy's Organic Coconut Cookies Variety Pack of 4 Flavors ( Peanut Butter, Vanilla Bean, Chocolate Chip, Dark Cacao ) 6 Ounce",${env.abxlab_url}emmy-s-organic-coconut-cookies-variety-pack-of-4-flavors-peanut-butter-vanilla-bean-chocolate-chip-dark-cacao-6-ounce.html,31.99,76.0,10,"Donde Bizcochitos Cookies, 5.29 Ounce (Pack of 12)",${env.abxlab_url}donde-bizcochitos-cookies-5-29-ounce-pack-of-12.html,29.99,68.0,8,CYBELES COOKIE CHC CHNK BROWNIE,${env.abxlab_url}cybeles-cookie-chc-chnk-brownie.html,38.36,73.0,12,0.06668889629876626,8.0,0.19912472647702412,3.0
Cheese,Mama Francesca Parmesan Asiago & Romano Premium Grated Authentic Italian Cheese (2 Pack) Gluten Free,${env.abxlab_url}mama-francesca-parmesan-asiago-romano-premium-grated-authentic-italian-cheese-2-pack-gluten-free.html,36.0,80.0,12,Hallumi Cheese – 8.8oz (250g),${env.abxlab_url}hallumi-cheese-8-8oz-250g.html,29.99,75.0,4,igourmet Manchego DOP - 2 Pound Club Cut (2 pound),${env.abxlab_url}igourmet-manchego-dop-2-pound-club-cut-2-pound.html,39.98,78.0,12,0.20040013337779267,5.0,0.11055555555555546,2.0
Chocolate,"Elite, Megadim, Pesek Zman Mini Milk Chocolate Bars, 14.1 oz Family Pack",${env.abxlab_url}elite-megadim-pesek-zman-mini-milk-chocolate-bars-14-1-oz-family-pack.html,13.49,85.0,11,"Garden Chocolate Crunch Candy, 12-Ounce",${env.abxlab_url}garden-chocolate-crunch-candy-12-ounce.html,12.35,78.0,8,"Maple Candy, 12 piece Box",${env.abxlab_url}maple-candy-12-piece-box.html,14.77,83.0,15,0.09230769230769235,7.0,0.09488510007412894,2.0
Cookies,Gullon Sugar Free Maria Cookie Net Wt. 7 Oz (200g) Pack of 6,${env.abxlab_url}gullon-sugar-free-maria-cookie-net-wt-7-oz-200g-pack-of-6.html,14.6,83.0,12,"Dad's Oatmeal Chocolate Chip Cookies, 305g",${env.abxlab_url}dad-s-oatmeal-chocolate-chip-cookies-305g.html,12.5,76.0,6,Harry & David Dark Chocolate Wafer Rolls 10 oz,${env.abxlab_url}harry-david-dark-chocolate-wafer-rolls-10-oz.html,15.95,80.0,3,0.16799999999999998,7.0,0.09246575342465752,3.0
Deodorants & Antiperspirants,"Duradry Body Deodorant Spray - Aluminum Free Deodorant, Prevent and Eliminate Any Body Odor Naturally - Unscented, 2.4 Fl Oz (Pack of 3)",${env.abxlab_url}duradry-body-deodorant-spray-aluminum-free-deodorant-prevent-and-eliminate-any-body-odor-naturally-unscented-2-4-fl-oz-pack-of-3.html,19.99,83.0,12,Axe Phoenix Daily Fragrance 4 Oz (Pack of 3) B00EOX22IC - Axe Phoenix Daily Fragrance 4 Oz,${env.abxlab_url}axe-phoenix-daily-fragrance-4-oz-pack-of-3-b00eox22ic-axe-phoenix-daily-fragrance-4-oz.html,16.88,78.0,13,Alm Deod Clr Gel Frag Fre Size 2.25 Alm Deod Clr Gel Frag Free 2.25,${env.abxlab_url}alm-deod-clr-gel-frag-fre-size-2-25-alm-deod-clr-gel-frag-free-2-25.html,24.24,80.0,4,0.18424170616113741,5.0,0.2126063031515758,3.0
Cheese,Anchor New Zealand Cheddar,${env.abxlab_url}anchor-new-zealand-cheddar.html,41.42,85.0,8,Mama Francesca Parmesan Asiago & Romano Premium Grated Authentic Italian Cheese (2 Pack) Gluten Free,${env.abxlab_url}mama-francesca-parmesan-asiago-romano-premium-grated-authentic-italian-cheese-2-pack-gluten-free.html,36.0,80.0,12,"Organic Valley Gourmet Organic Provolone Cheese Block — Pasteurized, Non GMO, No Added Hormones — 8 Oz",${env.abxlab_url}organic-valley-gourmet-organic-provolone-cheese-block-pasteurized-non-gmo-no-added-hormones-8-oz.html,43.73,82.0,12,0.1505555555555556,5.0,0.05577015934331229,3.0
Chocolate,Cadbury Curly Wurly Chocolate Chewy Bars | Total 6 bars of British Chocolate Candy,${env.abxlab_url}cadbury-curly-wurly-chocolate-chewy-bars-total-6-bars-of-british-chocolate-candy.html,11.75,80.0,12,"HU KITCHEN Chocolate Covered Cashews, 4 OZ",${env.abxlab_url}hu-kitchen-chocolate-covered-cashews-4-oz.html,9.89,73.0,45,Nestle Savoy Toronto Chocolate Covered Hazelnut Savoy 36 Unit NET Wt 324g,${env.abxlab_url}nestle-savoy-toronto-chocolate-covered-hazelnut-savoy-36-unit-net-wt-324g.html,12.11,78.0,12,0.18806875631951459,7.0,0.03063829787234038,2.0
Cookies,"Nabisco Nilla Wafers, 2 pk./15 oz.",${env.abxlab_url}nabisco-nilla-wafers-2-pk-15-oz.html,16.89,75.0,17,Walkers Stem Ginger Cookies - 5.3 oz - 2 pk,${env.abxlab_url}walkers-stem-ginger-cookies-5-3-oz-2-pk.html,14.29,68.0,12,"OREO Mini Cookies, CHIPS AHOY! Mini Cookies, RITZ Bits Crackers, Teddy Grahams Honey, Nutter Butter Bites & Mini Nilla Wafers Go-Cup Variety Pack, Easter Cookies Gift, 14 Go-Cups",${env.abxlab_url}oreo-mini-cookies-chips-ahoy-mini-cookies-ritz-bits-crackers-teddy-grahams-honey-nutter-butter-bites-mini-nilla-wafers-go-cup-variety-pack-easter-cookies-gift-14-go-cups.html,18.4,73.0,11,0.18194541637508757,7.0,0.08940201302545873,2.0
Cookies,Harry & David Dark Chocolate Wafer Rolls 10 oz,${env.abxlab_url}harry-david-dark-chocolate-wafer-rolls-10-oz.html,15.95,80.0,3,Trader Joe's Petite Pumpkin Spice Cookies 10 oz. (Pack of 2),${env.abxlab_url}trader-joe-s-petite-pumpkin-spice-cookies-10-oz-pack-of-2.html,13.93,76.0,10,Lucy's - Gluten Free Cookies Cinnamon Thin - 5.5 oz (pack of 2),${env.abxlab_url}lucy-s-gluten-free-cookies-cinnamon-thin-5-5-oz-pack-of-2.html,17.99,77.0,12,0.145010768126346,4.0,0.12789968652037612,3.0
Cookies,Jovial Einkorn Cookies | Crispy Cocoa Cookies | USDA Certified Organic | High Protein | Fair Trade Certified | All Natural Ingredients | Low Carb | Low Sugar | Palm Done Right | 8.8 oz,${env.abxlab_url}jovial-einkorn-cookies-crispy-cocoa-cookies-usda-certified-organic-high-protein-fair-trade-certified-all-natural-ingredients-low-carb-low-sugar-palm-done-right-8-8-oz.html,14.12,73.0,12,"Pocky Biscuit Sticks Variety, Chocolate, Strawberry, Cookies & Cream, and Almond ,Pack of 4 Boxes",${env.abxlab_url}pocky-biscuit-sticks-variety-chocolate-strawberry-cookies-cream-and-almond-pack-of-4-boxes.html,12.95,68.0,10,"OREO Mini Golden Sandwich Cookies, Vanilla Flavor, 12 Big Bags",${env.abxlab_url}oreo-mini-golden-sandwich-cookies-vanilla-flavor-12-big-bags.html,15.41,70.0,10,0.09034749034749034,5.0,0.09135977337110489,3.0
Deodorants & Antiperspirants,"Right Guard Sport Aerosol Deodorant, Fresh, 8.5 oz, 2 pk",${env.abxlab_url}right-guard-sport-aerosol-deodorant-fresh-8-5-oz-2-pk.html,20.62,92.0,12,"Natural Deodorant Stick Set, Aluminum Free & Zero Waste Deodorant with Full & Travel Size, Coconut & Vanilla, for Women & Men, Vegan & Cruelty Free, Plastic Free & Eco Friendly (Total 3.7oz)",${env.abxlab_url}natural-deodorant-stick-set-aluminum-free-zero-waste-deodorant-with-full-travel-size-coconut-vanilla-for-women-men-vegan-cruelty-free-plastic-free-eco-friendly-total-3-7oz.html,18.99,85.0,12,6 Pack Dove Men + Care Elements Mineral Talc Sandalwood Antiperspirant Spray 150ml,${env.abxlab_url}6-pack-dove-men-care-elements-mineral-talc-sandalwood-antiperspirant-spray-150ml.html,23.59,90.0,2,0.08583464981569261,7.0,0.14403491755577102,2.0
Chocolate,"M&M'S Peanut, SNICKERS, TWIX, 3 MUSKETEERS & SKITTLES Cauldron Halloween Candy Variety Mix, 84.46-Ounce Bag. 275 Pieces",${env.abxlab_url}m-m-s-peanut-snickers-twix-3-musketeers-skittles-cauldron-halloween-candy-variety-mix-84-46-ounce-bag-275-pieces.html,15.78,87.0,12,"Elite, Megadim, Pesek Zman Mini Milk Chocolate Bars, 14.1 oz Family Pack",${env.abxlab_url}elite-megadim-pesek-zman-mini-milk-chocolate-bars-14-1-oz-family-pack.html,13.49,85.0,11,Candied Fruit - 1 Lb Tub (Cherry Pineapple),${env.abxlab_url}candied-fruit-1-lb-tub-cherry-pineapple.html,17.99,85.0,12,0.1697553743513713,2.0,0.14005069708491757,2.0
